idx,key,question,question_type,context,objects,r3_answer,r3_score,best_method,best_answer,best_score,delta,r3_caption_answer,r3_caption_score,answer_first_locked_no_caption_answer,answer_first_locked_no_caption_score,review_empty_context_answer,review_empty_context_score,no_cot_rounds1_answer,no_cot_rounds1_score,r3_no_caption_answer,r3_no_caption_score,keep_revise_answer,keep_revise_score,visible_only_answer,visible_only_score,reviewer_caption_only_answer,reviewer_caption_only_score
856,59635<->ec8EjipayMWjJLnwsWsrD3,What type of boards are the people using?,category_type,a black and white photo of a surfer riding a wave.,"surfboard,wetsuit,wave",surfboard,0.3,answer_first_locked_no_caption,surfboards,0.8999999999999999,0.5999999999999999,surfboard,0.3,surfboards,0.8999999999999999,surfboard,0.3,surfboards,0.8999999999999999,surfboard,0.3,surfboard,0.3,surfboard,0.3,surfboard,0.3
861,250282<->eiLeNz2CFKYS7AFZDXrKEM,The children pictured are likely photographed as part of what same group?,other,a black and white photo of a group of children.,"boy,glasses,building",classroom,0.0,review_empty_context,class,0.6,0.6,classroom,0.0,classmates,0.0,class,0.6,class,0.6,class,0.6,class,0.6,class,0.6,class,0.6
866,426203<->es4dTSrFkgs2LEtLByV5Fk,What trick is the skateboarder performing?,object_what,a man on a skateboard doing a trick on a rail.,"man,skateboard,person",grind,0.0,review_empty_context,rail grind,0.6,0.6,grind,0.0,grind,0.0,rail grind,0.6,grind,0.0,grind,0.0,grind,0.0,grind,0.0,rail grind,0.6
874,9400<->fANoeH2ASUFa5ZeVzBYwjF,In addition to working what else does the group seem to be doing at the tables?,action_state,a group of people sitting at a table with laptops.,"laptop,woman,screen",socializing,0.3,no_cot_rounds1,eating,0.8999999999999999,0.5999999999999999,socializing,0.3,socializing,0.3,socializing,0.3,eating,0.8999999999999999,eating,0.8999999999999999,socializing,0.3,socializing,0.3,socializing,0.3
876,425925<->fBq7g59duqhmbqAtjWY5xf,What brand is a competitor of the brand on the billboard?,object_what,a tall clock tower with a clock on each of it's sides.,"billboard,advertisement,van",uncertain,0.0,answer_first_locked_no_caption,Coca-Cola,0.6,0.6,uncertain,0.0,Coca-Cola,0.6,pepsi,0.3,pepsi,0.3,coca cola,0.6,pepsi,0.3,pepsi,0.3,pepsi,0.3
881,87470<->fQykduWza8cpGuwj3CxHtF,What is this type of maintenance of the animal group called?,category_type,a herd of cattle walking down a street.,"cow,tag,ear",herd,0.3,answer_first_locked_no_caption,herding,1.0,0.7,herd,0.3,herding,1.0,herd,0.3,herd,0.3,herd,0.3,herd,0.3,herd,0.3,herd,0.3
889,272566<->feGFfp3nMKyVUYRboCosh9,What goods does this man sell?,object_what,a man sitting next to a pile of fruit and vegetables.,"banana,apple,cauliflower",fruit,0.6,answer_first_locked_no_caption,fruits,1.0,0.4,fruit,0.6,fruits,1.0,fruit,0.6,fruit,0.6,fruit,0.6,fruit,0.6,fruit,0.6,fruit,0.6
903,537153<->gR5qY6Tpgq26YAbGrZAwwJ,Where might this bench be located?,spatial_location,a couple of people sitting on a bench next to the ocean.,"bench,grass,ocean",cliffside,0.0,no_cot_rounds1,beach,0.6,0.6,cliffside,0.0,seaside,0.0,cliffside,0.0,beach,0.6,cliff,0.0,beach,0.6,beach,0.6,ocean side,0.3
912,208423<->gfHjDx5E9L9QMsbgnxSFdm,What is the make of the silver hatchback?,object_what,a group of kites flying over a parking lot.,"car,bridge,mountain",subaru,0.0,r3_no_caption,honda,0.6,0.6,subaru,0.0,unknown,0.0,subaru,0.0,unknown,0.0,honda,0.6,subaru,0.0,hatchback,0.0,subaru,0.0
914,344888<->guwEPSB4oc6X2txXJJsomW,The appearance of the long grass in the foreground indicates what ambient effect?,other,a group of horses standing on top of a grass covered field.,"grass,field,tree",sunlight,0.0,reviewer_caption_only,wind,0.6,0.6,sunlight,0.0,lush,0.3,warm,0.0,sunlight,0.0,sunlight,0.0,warm,0.0,sunlight,0.0,wind,0.6
935,261888<->hgamoABdWM75WAPWU2rCdT,Who is in the most danger from cars?,other,a man riding a bike down a road next to two cows.,"man,cow,bicycle",cows,0.0,answer_first_locked_no_caption,horses,1.0,1.0,cows,0.0,horses,1.0,cows,0.0,cows,0.0,horses,1.0,cows,0.0,cows,0.0,cows,0.0
942,576955<->hxRkeGBLz5CdxgnXSgiiH7,What are the horses feet called?,object_what,a woman riding a horse through a puddle of water.,"hoof,leg,vest",hoof,0.0,answer_first_locked_no_caption,hooves,1.0,1.0,hoof,0.0,hooves,1.0,hoof,0.0,hoof,0.0,hoof,0.0,hoof,0.0,hoof,0.0,hoof,0.0
958,379533<->iriWmuGxQfwS4Uj8UE2ojD,Where are these elephants located?,spatial_location,a zebra grazing in a field with two elephants in the background.,"elephant,field,trunk",background,0.3,answer_first_locked_no_caption,field,0.6,0.3,background,0.3,field,0.6,background,0.3,background,0.3,field,0.6,background,0.3,background,0.3,background,0.3
959,185802<->isR9iC8cxoXvYQYBacRuzc,How ripe is the banana?,other,a banana sitting on top of a wooden chair next to a window.,"banana,sunglasses,tree",ripe,0.0,no_cot_rounds1,very ripe,0.3,0.3,ripe,0.0,ripe,0.0,ripe,0.0,very ripe,0.3,very ripe,0.3,ripe,0.0,ripe,0.0,ripe,0.0
976,42178<->jRxbsCVJxNtUMvsEBfpTaE,What kind of train is in the photo?,category_type,a couple of trains that are on some train tracks,"train,tank,pole",passenger,0.0,answer_first_locked_no_caption,freight,0.6,0.6,passenger,0.0,freight,0.6,passenger,0.0,passenger,0.0,freight,0.6,passenger,0.0,passenger,0.0,passenger,0.0
987,578871<->jtqcU9Q9ToadtKDFM8p7mP,What is the child eating?,action_state,a little girl sitting at a table with a bowl of food.,"rice,plate,girl",fried rice,0.6,review_empty_context,rice,1.0,0.4,fried rice,0.6,fried rice,0.6,rice,1.0,fried rice,0.6,fried rice,0.6,fried rice,0.6,fried rice,0.6,fried rice,0.6
993,127530<->kHb4MjmU3bZTRY5qJSrZe7,What type of shot is the man hitting?,category_type,a man hitting a tennis ball with a racquet.,"ball,tennis racket,wrist",overhand,0.0,answer_first_locked_no_caption,forehand,1.0,1.0,overhand,0.0,forehand,1.0,overhand,0.0,overhand shot,0.0,forehand,1.0,overhand,0.0,overhand,0.0,forehand,1.0
1003,439715<->kqxqUW6zqryU2Cu2oz46fH,What is holding the man's feet?,action_state,a man in a red uniform riding a brown horse.,"saddle,horse,leg",horse,0.0,answer_first_locked_no_caption,stirrup,0.6,0.6,horse,0.0,stirrup,0.6,horse,0.0,horse,0.0,horse,0.0,boot,0.0,horse,0.0,horse,0.0
1005,182441<->kyKhGsfSaSgAxrLEqyWgqq,What is the most diverse seashore bird?,object_what,a man standing on a beach watching a flock of birds.,"bird,wave,beach",pelican,0.3,review_empty_context,seagull,0.6,0.3,pelican,0.3,pelican,0.3,seagull,0.6,seagull,0.6,pelican,0.3,seagull,0.6,seagull,0.6,seagull,0.6
1007,18380<->m2mA48VKETDDYeJKgD5qSx,What kind of gathering does this look like?,category_type,a group of people sitting around a table with food.,"woman,boy,girl",family dinner,0.0,reviewer_caption_only,dinner,0.3,0.3,family dinner,0.0,family dinner,0.0,family dinner,0.0,family dinner,0.0,family dinner,0.0,family dinner,0.0,family dinner,0.0,dinner,0.3
1008,109916<->m4BSqisXuHjv98qLTDT2NE,What has this stove been used for?,purpose_reason,two pans of food sitting on top of a stove.,"pan,pot,food",cook,0.0,answer_first_locked_no_caption,baking,1.0,1.0,cook,0.0,baking,1.0,cook,0.0,cook,0.0,cook,0.0,cook,0.0,cook,0.0,cook,0.0
1012,476787<->m8XZ5DnesmzfsjwMhMsbfe,What ingredient is used first on the pizza?,object_what,a pizza on a cutting board on a kitchen counter.,"bowl,cutting board,jar",dough,0.3,answer_first_locked_no_caption,sauce,1.0,0.7,dough,0.3,sauce,1.0,dough,0.3,dough,0.3,dough,0.3,dough,0.3,dough,0.3,dough,0.3
1014,315187<->mDPZ2AJQQx7b6CASimGgGD,What type of shop is to the right of the silver bus?,spatial_location,a bus driving down a street next to a tall building.,"building,sign,window",drugstore,0.3,answer_first_locked_no_caption,Walgreens,0.6,0.3,drugstore,0.3,Walgreens,0.6,drugstore,0.3,walgreens,0.6,drugstore,0.3,drugstore,0.3,drugstore,0.3,drugstore,0.3
1030,290248<->minwD4A8mxqhLxMHjfniKy,What food is associated with the name on the sign to the far left?,text_ocr,a crowd of people walking down a street next to tall buildings.,"sign,logo,person",dunkin' donuts,0.0,answer_first_locked_no_caption,donut,0.6,0.6,dunkin' donuts,0.0,donut,0.6,dunkin' donuts,0.0,dunkin donuts,0.0,dunkin' donuts,0.0,dunkin' donuts,0.0,dunkin' donuts,0.0,dunkin donuts,0.0
1032,279774<->mo9chSC5Km6Nu3Dg3mwrX6,What famous sports star wore this number jersey?,count,a young boy swinging a baseball bat at a ball.,"shirt,number,batter",uncertain,0.0,no_cot_rounds1,derek jeter,0.3,0.3,uncertain,0.0,none,0.0,uncertain,0.0,derek jeter,0.3,uncertain,0.0,david rogers,0.0,derek jeter,0.3,david rogers,0.0
1037,520009<->n2aTnUjkSkZPZEWK8S6T9Q,If the bus shown wants to to the way they have come what may they do?,other,a city street with a bus and a clock tower in the background.,"bus,sign,pole",uncertain,0.0,keep_revise,stop,0.3,0.3,uncertain,0.0,turn left,0.0,turn left,0.0,turn left,0.0,turn left,0.0,stop,0.3,uncertain,0.0,turn left,0.0
1046,178028<->nVg8yTiMtqm4VmDPRDPhLB,What is the white appliance against the right wall used for?,purpose_reason,"a bathroom with a sink, mirror, and soap dispenser.","dryer,sink,faucet",dry hair,0.3,answer_first_locked_no_caption,drying hair,0.8999999999999999,0.5999999999999999,dry hair,0.3,drying hair,0.8999999999999999,dry hair,0.3,dry hair,0.3,dry hair,0.3,dry hair,0.3,dry hair,0.3,dry hair,0.3
1052,281693<->nidoPGHJpvjJLkJWzxWUng,What kind of plane is this?,category_type,a large jetliner sitting on top of an airport tarmac.,"airplane,logo,name",jetliner,0.0,answer_first_locked_no_caption,commercial,0.6,0.6,jetliner,0.0,commercial,0.6,jetliner,0.0,jetliner,0.0,boeing,0.0,jetliner,0.0,jetliner,0.0,jetliner,0.0
1054,122962<->njzRWp6op4a49j3UtEjEFo,What type of event is happening?,category_type,a group of children sitting around a table eating pizza.,"girl,boy,woman",party,0.3,no_cot_rounds1,pizza party,1.0,0.7,party,0.3,birthday party,0.8999999999999999,party,0.3,pizza party,1.0,birthday party,0.8999999999999999,party,0.3,party,0.3,party,0.3
1056,535156<->nmLBpYK7TqpwcCnkYbL2Tr,What is the elephant doing near the post?,spatial_location,a large elephant standing next to a pole.,"elephant,head,trunk",standing,0.0,answer_first_locked_no_caption,leaning,0.3,0.3,standing,0.0,leaning,0.3,standing,0.0,standing,0.0,leaning,0.3,standing,0.0,standing,0.0,standing,0.0
1058,326970<->nqDVieEVdjDt3CELi7g5Zh,How are the people communicating?,other,a group of people sitting next to each other.,"man,woman,cellphone",cell phone,0.0,answer_first_locked_no_caption,phones,0.6,0.6,cell phone,0.0,phones,0.6,cell phone,0.0,cell phone,0.0,cell phone,0.0,cell phone,0.0,phone,0.6,cell phone,0.0
1066,463849<->o9UdSvT8pgAVAQCkm8XPdz,What body of water is this?,object_what,a river filled with lots of boats next to tall buildings.,"water,boat,reflection",river,0.8999999999999999,answer_first_locked_no_caption,canal,1.0,0.10000000000000009,river,0.8999999999999999,canal,1.0,river,0.8999999999999999,river,0.8999999999999999,river,0.8999999999999999,river,0.8999999999999999,river,0.8999999999999999,river,0.8999999999999999
1079,108026<->NRg96YBDgRbc5zFqdhKCC4,What is the object in the person's hand used for?,purpose_reason,a person is typing on a computer keyboard.,"mouse,keyboard,key",navigate,0.0,answer_first_locked_no_caption,gaming,0.6,0.6,navigate,0.0,gaming,0.6,type,0.0,type,0.0,game,0.0,navigate,0.0,type,0.0,game,0.0
1083,96493<->TCqWeX5SXeeUmMjqkWnbSz,What is the boy holding in his left hand?,spatial_location,a young boy sitting on a couch holding a remote control.,"remote,tshirt,head",remote control,0.8999999999999999,answer_first_locked_no_caption,remote,1.0,0.10000000000000009,remote control,0.8999999999999999,remote,1.0,remote,1.0,remote control,0.8999999999999999,remote,1.0,remote control,0.8999999999999999,remote control,0.8999999999999999,remote,1.0
1086,348881<->Y4KDhiu2MeKojYumTWRevx,What is the object connecting the plane to the tunnel?,object_what,a large white airplane parked at an airport.,"ramp,stair,line",bridge,0.0,answer_first_locked_no_caption,jet bridge,0.8999999999999999,0.8999999999999999,bridge,0.0,jet bridge,0.8999999999999999,bridge,0.0,bridge,0.0,bridge,0.0,bridge,0.0,bridge,0.0,bridge,0.0
1090,478862<->b6kMEJD9bLnsJksyGqZgcR,Which country's flag is on the plane?,other,a man and a child standing in front of a propeller plane.,"flag,airplane,person",usa,0.8999999999999999,answer_first_locked_no_caption,United States,1.0,0.10000000000000009,usa,0.8999999999999999,United States,1.0,usa,0.8999999999999999,usa,0.8999999999999999,usa,0.8999999999999999,usa,0.8999999999999999,usa,0.8999999999999999,usa,0.8999999999999999
1091,554291<->c6Lei76FbsSgEKViCU2Kc5,What is the cat doing?,action_state,a cat is sitting on a table with a blue hat on it.,"cat,leg,floor",moving,0.0,answer_first_locked_no_caption,running,0.3,0.3,moving,0.0,running,0.3,moving,0.0,sitting,0.0,running,0.3,running,0.3,moving,0.0,moving,0.0
1096,166277<->mK6UjDvYm6Wzn75aaaSEdF,What is the possible hazard faced by the animal?,object_what,a cat standing on a table drinking out of a glass.,"cat,glass,water",spill,0.0,r3_no_caption,glass,0.3,0.3,spill,0.0,choking,0.0,spill,0.0,spill,0.0,glass,0.3,slippery,0.0,spill,0.0,spill,0.0
1106,70739<->8a5uCKsjUC9vtK2i7Amh28,What is the name of the lip piercing that the girl in the foreground has?,object_what,a couple of women standing next to each other holding wine glasses.,"mouth,face,eyebrow",lip,0.0,no_cot_rounds1,lip ring,0.3,0.3,lip,0.0,stud,0.0,lip,0.0,lip ring,0.3,labret,0.0,labret,0.0,lip ring,0.3,lip,0.0
1136,481390<->bDqH62XFybrPPhHAUCbPHb,Which team is in white/orange?,other,a group of men playing a game of basketball.,"player,sock,shirt",orange team,0.0,answer_first_locked_no_caption,Knicks,0.6,0.6,orange team,0.0,Knicks,0.6,orange team,0.0,houston rockets,0.0,new york knicks,0.0,orange team,0.0,orange team,0.0,orange team,0.0
1139,578545<->iEWtnFwjAXAqCFXiopTTZs,Why is the lady laying propped up?,purpose_reason,a woman laying in bed reading a book.,"pillow,headboard,wrist",comfort,0.0,reviewer_caption_only,reading,0.3,0.3,comfort,0.0,resting,0.0,comfort,0.0,comfort,0.0,resting,0.0,comfort,0.0,comfort,0.0,reading,0.3
1140,127092<->iGmzkJ63JuV4MwnQo2B6Jb,What must be activated so the parked cars stay in place?,object_what,a sign on a pole on a city street.,"car,fire hydrant,pole",brake,0.0,answer_first_locked_no_caption,brakes,0.3,0.3,brake,0.0,brakes,0.3,brake,0.0,brake,0.0,brake,0.0,brake,0.0,brake,0.0,brake,0.0
1141,479030<->iXG9vTJKiKBbMcgyngPRpH,What mechanism might all different modes of transportation seen here employ to stop?,object_what,a red and white train traveling down train tracks.,"train,car,engine",brake,0.3,answer_first_locked_no_caption,brakes,0.8999999999999999,0.5999999999999999,brake,0.3,brakes,0.8999999999999999,brake,0.3,brake,0.3,brake,0.3,brake,0.3,brake,0.3,brake,0.3
